employee_id,department_key,salary_key,tenure_bucket_key,performance_cluster_key,exit_archetype_key,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,workload_intensity_idx,is_overworked,is_underutilized,hours_per_project,eval_satisfaction_gap,is_unhappy_star,is_comfortable_underperformer,is_critical_tenure_window,stagnation_flag,risk_score_raw,low_exit_barrier_flag,satisfaction_x_evaluation,is_project_extreme,is_hours_ceiling,churn_probability,risk_band,is_flight_risk,is_high_performer,risk_quadrant,behavior_cluster,shap_main_driver_feature,shap_main_driver_value,shap_driver_direction,simulated_monthly_salary_eur,simulated_annual_salary_eur,simulated_replacement_cost_pct,simulated_replacement_cost_eur,simulated_retention_action_cost_eur
8808,3,2,2,3,2,0.49,0.68,3,181,3,0,0,0,0.506221198156682,0,0,60.333333333333336,0.19,0,0,0,0,0.3558663594470046,0,0.3332,0,0,0.022343773394823,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.8827337622642517,Reduces exit risk,4235.82,50829.86,0.95,48288.37,6099.58
8809,3,2,2,3,1,0.33,0.95,4,280,3,0,0,0,0.7373271889400921,0,0,70.0,0.6199999999999999,0,0,0,0,0.4891981566820276,0,0.3135,0,1,0.4855035543441772,Moderate (25-50%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,1.2410109043121338,Increases exit risk,4394.46,52733.46,1.15,60643.48,6328.02
8810,4,2,1,3,3,0.76,0.91,3,133,2,0,0,0,0.4288018433179723,0,0,44.333333333333336,0.15,0,0,0,0,0.2246405529953917,0,0.6916,0,0,0.0065337037667632,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.448254108428955,Reduces exit risk,3909.57,46914.87,1.15,53952.1,5629.78
8811,4,2,2,3,2,0.65,0.63,3,237,3,0,0,0,0.5965437788018433,0,0,79.0,-0.02,0,0,0,0,0.3189631336405529,0,0.4095,0,0,0.0061338148079812,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.0298479795455933,Reduces exit risk,3743.54,44922.48,0.95,42676.36,5390.7
8812,4,3,2,3,3,0.88,0.75,5,152,3,0,0,0,0.6023041474654378,0,0,30.4,-0.13,0,0,0,0,0.2286912442396313,0,0.66,0,0,0.0016678926767781,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.724488615989685,Reduces exit risk,6882.27,82587.21,1.8,148656.98,9910.47
8813,4,3,3,3,3,0.52,0.92,5,280,6,1,0,0,0.8087557603686636,0,0,56.0,0.4,0,0,1,1,0.7346267281105991,0,0.4784,0,1,0.0444400385022163,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_x_evaluation,-1.4076577425003052,Reduces exit risk,6664.89,79978.69,1.8,143961.64,9597.44
8814,10,3,3,2,2,0.48,0.5,6,253,4,0,0,0,0.8366359447004608,1,0,42.16666666666666,0.02,0,0,1,1,0.7589907834101383,0,0.24,1,0,0.2915554046630859,Moderate (25-50%),0,0,Q4 - Stable / Standard Performer,Overworked (Burnout),satisfaction_level,-1.230129957199097,Reduces exit risk,8554.45,102653.37,1.6,164245.39,12318.4
8815,10,3,3,3,2,0.2,0.59,5,105,4,0,0,0,0.5264976958525346,0,0,21.0,0.3899999999999999,0,0,1,1,0.7779493087557605,0,0.118,0,0,0.0019828698132187,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,average_montly_hours,-2.7268574237823486,Reduces exit risk,9165.02,109980.2,1.6,175968.32,13197.62
8816,10,3,2,3,3,0.93,0.84,3,159,3,0,0,0,0.4707373271889401,0,0,53.0,-0.09,0,0,0,0,0.169221198156682,0,0.7812,0,0,0.0002276242739753,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-2.5128374099731445,Reduces exit risk,7931.32,95175.8,1.8,171316.44,11421.1
8817,10,3,1,3,3,0.55,0.92,4,257,2,0,0,0,0.7002304147465437,0,0,64.25,0.37,0,0,0,0,0.3900691244239631,0,0.5060000000000001,0,0,0.0026061942335218,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,salary_rank,-1.414692997932434,Reduces exit risk,7969.22,95630.69,1.8,172135.24,11475.68
8818,10,3,3,3,2,0.73,0.64,3,202,4,0,0,0,0.5400921658986175,0,0,67.33333333333333,-0.0899999999999999,0,0,1,1,0.5700276497695853,0,0.4672,0,0,0.028557913377881,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,salary_rank,-0.93925142288208,Reduces exit risk,7666.72,92000.65,1.6,147201.04,11040.08
8819,10,3,2,3,2,0.57,0.56,3,241,3,0,0,0,0.6029953917050691,0,0,80.33333333333333,-0.0099999999999998,0,0,0,0,0.3528986175115207,0,0.3192,0,0,0.0074889622628688,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.0925688743591309,Reduces exit risk,8066.64,96799.73,1.6,154879.57,11615.97
8820,10,1,2,3,3,0.63,0.8,3,267,3,0,0,0,0.6449308755760369,0,0,89.0,0.17,0,0,0,0,0.341479262672811,0,0.504,0,0,0.0360211692750453,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9288493990898132,Reduces exit risk,3154.68,37856.1,0.75,28392.07,4542.73
8821,10,1,3,5,1,0.23,0.88,4,175,6,0,0,0,0.5679723502304148,0,0,43.75,0.65,1,0,1,1,0.7783917050691245,1,0.2024,0,0,0.0337719656527042,Low (0-25%),0,1,Q3 - Stable / High Performer,Unhappy Star,satisfaction_level,-1.1696211099624634,Reduces exit risk,3805.03,45660.36,0.75,34245.27,5479.24
8822,10,1,1,3,2,0.93,0.53,3,257,2,1,0,0,0.6288018433179723,0,0,85.66666666666667,-0.4,0,0,0,0,0.2166405529953916,0,0.4929,0,0,0.0001587494043633,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-2.5694637298583984,Reduces exit risk,3490.79,41889.5,0.55,23039.22,5026.74
8823,10,1,2,3,3,0.78,0.86,4,240,3,0,0,0,0.6728110599078341,0,0,60.0,0.0799999999999999,0,0,0,0,0.2898433179723502,0,0.6708000000000001,0,0,0.026859313249588,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.4576977491378784,Reduces exit risk,3406.56,40878.7,0.75,30659.02,4905.44
8824,10,1,2,3,3,0.75,0.73,5,181,3,1,0,0,0.6490783410138249,0,0,36.2,-0.02,0,0,0,0,0.2947235023041474,0,0.5475,0,0,0.0022093399893492,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.2301621437072754,Reduces exit risk,3443.27,41319.28,0.75,30989.46,4958.31
8825,9,1,2,3,3,0.61,0.82,3,271,3,0,0,0,0.6513824884792626,0,0,90.33333333333331,0.2099999999999999,0,0,0,0,0.3514147465437788,0,0.5002,0,0,0.0276364963501691,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9557285308837892,Reduces exit risk,2391.67,28700.0,0.75,21525.0,3444.0
8826,9,1,2,3,1,0.36,0.97,5,151,3,0,0,0,0.6006912442396314,0,0,30.2,0.61,0,0,0,0,0.4362073732718894,0,0.3491999999999999,0,0,0.3877564370632171,Moderate (25-50%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,1.0724329948425293,Increases exit risk,2391.67,28700.0,0.75,21525.0,3444.0
8827,9,1,2,3,2,0.59,0.67,2,168,3,0,0,0,0.4138248847926267,0,0,84.0,0.08,0,0,0,0,0.288147465437788,0,0.3953,1,0,0.0178958103060722,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-1.4304288625717163,Reduces exit risk,2391.67,28700.0,0.55,15785.0,3444.0
8828,9,2,2,3,3,0.78,0.63,4,265,3,0,0,0,0.7131336405529953,0,0,66.25,-0.15,0,0,0,0,0.3019400921658985,0,0.4914,0,0,0.0143883451819419,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.092742085456848,Reduces exit risk,3294.71,39536.53,0.95,37559.7,4744.38
8829,9,2,1,3,2,0.93,0.53,5,204,2,0,0,0,0.6861751152073733,0,0,40.8,-0.4,0,0,0,0,0.2338525345622119,0,0.4929,0,0,0.001175022101961,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-2.8036224842071533,Reduces exit risk,2775.64,33307.7,0.95,31642.31,3996.92
8830,9,2,2,3,3,0.67,0.72,4,223,3,0,0,0,0.6453917050691245,0,0,55.75,0.0499999999999999,0,0,0,0,0.3256175115207373,0,0.4824,0,0,0.0091593265533447,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.0011200904846191,Reduces exit risk,3291.95,39503.36,1.15,45428.86,4740.4
8831,9,2,1,3,2,0.52,0.63,4,136,2,0,0,0,0.5050691244239631,0,0,34.0,0.1099999999999999,0,0,0,0,0.3435207373271889,0,0.3276,0,0,0.0255752298980951,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.7394928336143494,Reduces exit risk,2795.82,33549.85,0.95,31872.36,4025.98
8832,9,2,1,3,3,0.69,0.95,5,184,2,0,0,0,0.6539170506912442,0,0,36.8,0.26,0,0,0,0,0.3201751152073733,0,0.6555,0,0,0.0119107672944664,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9427288174629213,Reduces exit risk,3086.07,37032.85,1.15,42587.78,4443.94
8833,9,2,3,5,1,0.25,0.8,5,186,4,1,0,0,0.6571428571428571,0,0,37.2,0.55,1,0,1,1,0.7971428571428573,0,0.2,0,0,0.0163823198527097,Low (0-25%),0,1,Q3 - Stable / High Performer,Unhappy Star,is_project_extreme,-0.9493850469589232,Reduces exit risk,2991.51,35898.14,1.15,41282.86,4307.78
8834,9,2,2,3,2,0.4,0.43,3,128,3,0,0,0,0.4207373271889401,0,0,42.66666666666666,0.0299999999999999,0,0,0,0,0.3662211981566819,0,0.172,0,0,0.007199672050774,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,last_evaluation,-2.2234957218170166,Reduces exit risk,3433.54,41202.43,0.95,39142.31,4944.29
8835,9,2,2,3,3,0.98,0.83,5,211,3,0,0,0,0.6974654377880185,0,0,42.2,-0.15,0,0,0,0,0.2172396313364055,0,0.8133999999999999,0,0,0.000620704726316,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-2.8613061904907227,Reduces exit risk,2942.47,35309.65,1.15,40606.1,4237.16
8836,10,2,3,3,3,0.92,0.89,4,236,4,1,0,0,0.6663594470046083,0,0,59.0,-0.03,0,0,1,1,0.5319078341013824,0,0.8188000000000001,0,0,0.0877739265561103,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,time_spend_company,-1.5148576498031616,Reduces exit risk,4668.32,56019.87,1.15,64422.85,6722.38
8837,10,2,1,3,3,0.57,0.98,3,214,2,0,0,0,0.5594470046082949,0,0,71.33333333333333,0.41,0,0,0,0,0.3398341013824885,0,0.5586,0,0,0.0093523114919662,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.9780519008636476,Reduces exit risk,5047.4,60568.77,1.15,69654.09,7268.25
8838,10,2,2,3,2,0.81,0.52,4,274,3,0,0,0,0.7276497695852535,0,0,68.5,-0.29,0,0,0,0,0.294294930875576,0,0.4212,0,0,0.0048004379495978,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,eval_satisfaction_gap,-1.260023593902588,Reduces exit risk,4967.88,59614.57,0.95,56633.84,7153.75
8839,5,2,2,3,2,0.56,0.67,5,165,3,1,0,0,0.6232718894009217,0,0,33.0,0.1099999999999999,0,0,0,0,0.3629815668202765,0,0.3752,0,0,0.0039539760909974,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,Work_accident,-0.8321203589439392,Reduces exit risk,7590.89,91090.63,0.95,86536.1,10930.88
8840,1,2,3,3,3,0.86,0.71,5,235,4,0,0,0,0.7361751152073732,0,0,47.0,-0.15,0,0,1,1,0.576852534562212,0,0.6105999999999999,0,0,0.2150826305150985,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,time_spend_company,-1.1884205341339111,Reduces exit risk,6634.92,79619.07,1.15,91561.93,9554.29
8841,1,2,1,3,3,0.74,0.9,4,189,2,0,0,0,0.590552995391705,0,0,47.25,0.16,0,0,0,0,0.2811658986175115,0,0.666,0,0,0.007663800381124,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.6055009365081787,Reduces exit risk,5473.25,65679.01,1.15,75530.86,7881.48
8842,1,2,3,3,2,0.57,0.61,3,112,5,0,0,0,0.3949308755760368,0,0,37.333333333333336,0.04,0,0,1,1,0.5904792626728111,0,0.3476999999999999,0,0,0.0036620015744119,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,average_montly_hours,-3.2124063968658447,Reduces exit risk,6133.38,73600.55,0.95,69920.52,8832.07
8843,1,2,2,3,3,0.9,0.64,3,163,3,0,0,0,0.4771889400921658,0,0,54.333333333333336,-0.26,0,0,0,0,0.1831566820276497,0,0.5760000000000001,0,0,0.0033663643989712,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-2.3666832447052,Reduces exit risk,6105.74,73268.87,0.95,69605.43,8792.26
8844,1,2,1,3,2,0.8,0.57,3,162,2,0,0,0,0.4755760368663594,0,0,54.0,-0.2300000000000001,0,0,0,0,0.2226728110599078,0,0.4559999999999999,0,0,0.0058878632262349,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-2.212646007537842,Reduces exit risk,6515.2,78182.36,0.95,74273.24,9381.88
8845,7,2,3,5,1,0.22,0.8,4,149,5,0,0,0,0.526036866359447,0,0,37.25,0.5800000000000001,1,0,1,1,0.7698110599078342,0,0.176,0,0,0.0102301808074116,Low (0-25%),0,1,Q3 - Stable / High Performer,Unhappy Star,satisfaction_level,-1.107405424118042,Reduces exit risk,6265.19,75182.31,1.15,86459.66,9021.88
8846,7,2,1,3,3,0.73,0.84,4,238,2,0,0,0,0.6695852534562212,0,0,59.5,0.1099999999999999,0,0,0,0,0.3088755760368664,0,0.6132,0,0,0.0130990855395793,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.427152395248413,Reduces exit risk,5890.93,70691.13,1.15,81294.8,8482.94
8847,7,2,2,3,2,0.48,0.47,3,160,3,0,0,0,0.4723502304147465,0,0,53.333333333333336,-0.01,0,0,0,0,0.349705069124424,0,0.2255999999999999,0,0,0.0180087704211473,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,is_project_extreme,-0.9929145574569702,Reduces exit risk,5569.64,66835.65,0.95,63493.87,8020.28
8848,7,2,2,3,3,0.52,0.94,3,263,3,0,0,0,0.6384792626728111,0,0,87.66666666666667,0.4199999999999999,0,0,0,0,0.3835437788018433,0,0.4888,0,0,0.0036502941511571,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.935461163520813,Reduces exit risk,4802.65,57631.81,1.15,66276.58,6915.82
8849,1,2,2,3,2,0.53,0.71,4,271,3,0,0,0,0.7228110599078341,0,0,67.75,0.1799999999999999,0,0,0,0,0.4048433179723502,0,0.3763,0,0,0.0232587531208992,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.037692666053772,Reduces exit risk,6472.3,77667.66,1.15,89317.81,9320.12
8850,2,2,2,3,2,0.97,0.48,4,221,3,0,0,0,0.6421658986175115,0,0,55.25,-0.49,0,0,0,0,0.2046497695852534,0,0.4655999999999999,0,0,0.0001076664411812,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-2.6485297679901123,Reduces exit risk,6308.5,75701.94,0.95,71916.84,9084.23
8851,2,3,1,3,3,0.97,0.54,3,255,2,1,0,0,0.6255760368663594,0,0,85.0,-0.4299999999999999,0,0,0,0,0.1996728110599078,0,0.5238,0,0,0.0002852787729352,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-2.3193182945251465,Reduces exit risk,9791.69,117500.32,1.6,188000.51,14100.04
8852,2,1,3,3,3,0.54,0.88,4,170,4,0,0,0,0.5599078341013825,0,0,42.5,0.3399999999999999,0,0,1,1,0.6519723502304148,1,0.4752,0,0,0.0325134992599487,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-0.8700914978981018,Reduces exit risk,4120.65,49447.75,0.75,37085.81,5933.73
8853,2,2,3,3,3,0.99,0.7,4,190,4,1,0,0,0.5921658986175116,0,0,47.5,-0.29,0,0,1,1,0.4816497695852535,0,0.693,0,0,0.0003451908414717,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-2.80735445022583,Reduces exit risk,5475.2,65702.42,1.15,75557.78,7884.29
8854,2,2,3,3,3,0.79,0.76,4,216,4,0,0,0,0.6341013824884792,0,0,54.0,-0.03,0,0,1,1,0.5742304147465438,0,0.6004,0,0,0.0544721409678459,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,time_spend_company,-0.7826591730117798,Reduces exit risk,5710.17,68522.01,1.15,78800.31,8222.64
8855,6,2,2,3,2,0.71,0.54,3,249,3,0,0,0,0.6158986175115208,0,0,83.0,-0.1699999999999999,0,0,0,0,0.3007695852534562,0,0.3834,0,0,0.0069906418211758,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.2577853202819824,Reduces exit risk,5097.28,61167.31,0.95,58108.94,7340.08
8856,8,2,2,3,3,0.82,0.76,3,174,3,0,0,0,0.4949308755760369,0,0,58.0,-0.0599999999999999,0,0,0,0,0.2204792626728111,0,0.6232,0,0,0.0092402221634984,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-2.3339171409606934,Reduces exit risk,3696.89,44362.68,1.15,51017.08,5323.52
8857,3,2,3,3,2,0.6,0.7,4,265,4,1,0,0,0.7131336405529953,0,0,66.25,0.0999999999999999,0,0,1,1,0.6739400921658987,0,0.42,0,0,0.0280640237033367,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.221478819847107,Reduces exit risk,4075.86,48910.37,1.15,56246.93,5869.24
8858,9,2,3,5,1,0.17,0.88,2,206,4,0,0,0,0.4751152073732719,0,0,103.0,0.71,1,0,1,1,0.7745345622119816,0,0.1496,1,0,0.0616564378142356,Low (0-25%),0,1,Q3 - Stable / High Performer,Unhappy Star,hours_per_project,-1.5986826419830322,Reduces exit risk,3397.88,40774.5,1.15,46890.68,4892.94
8859,10,2,2,3,2,0.73,0.6,4,222,3,0,0,0,0.6437788018433179,0,0,55.5,-0.13,0,0,0,0,0.3011336405529954,0,0.438,0,0,0.0055823279544711,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.4674023389816284,Reduces exit risk,4962.54,59550.54,0.95,56573.01,7146.06
8860,5,2,2,3,2,0.69,0.54,5,152,3,1,0,0,0.6023041474654378,0,0,30.4,-0.1499999999999999,0,0,0,0,0.3046912442396313,0,0.3726,0,0,0.0038082911632955,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.078356146812439,Reduces exit risk,7752.52,93030.25,0.95,88378.74,11163.63
8861,6,2,1,3,3,0.86,0.61,4,221,2,0,0,0,0.6421658986175115,0,0,55.25,-0.25,0,0,0,0,0.2486497695852534,0,0.5246,0,0,0.0117282522842288,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.5868288278579712,Reduces exit risk,4900.91,58810.89,0.95,55870.35,7057.31
8862,6,2,1,3,2,0.67,0.55,5,239,2,0,0,0,0.7426267281105992,0,0,47.8,-0.12,0,0,0,0,0.3547880184331797,0,0.3685,0,0,0.0119135174900293,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-0.9983501434326172,Reduces exit risk,4613.52,55362.28,0.95,52594.17,6643.47
8863,6,1,3,5,1,0.25,0.96,6,217,4,0,0,0,0.7785714285714285,0,0,36.16666666666666,0.71,1,0,1,1,0.8335714285714286,1,0.24,1,0,0.1733845919370651,Low (0-25%),0,1,Q3 - Stable / High Performer,Unhappy Star,is_project_extreme,1.3229039907455444,Increases exit risk,3086.46,37037.57,0.75,27778.18,4444.51
8864,8,1,1,3,2,0.65,0.66,3,164,2,0,0,0,0.4788018433179724,0,0,54.66666666666666,0.01,0,0,0,0,0.2836405529953917,0,0.429,0,0,0.0232030097395181,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.387536644935608,Reduces exit risk,2514.86,30178.28,0.55,16598.05,3621.39
8865,8,1,2,3,2,0.81,0.56,3,142,3,0,0,0,0.4433179723502304,0,0,47.333333333333336,-0.25,0,0,0,0,0.2089953917050691,0,0.4536,0,0,0.0078118704259395,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.949359655380249,Reduces exit risk,3084.93,37019.19,0.55,20360.55,4442.3
8866,8,1,2,3,2,0.58,0.53,4,181,3,1,0,0,0.5776497695852534,0,0,45.25,-0.0499999999999999,0,0,0,0,0.341294930875576,0,0.3074,0,0,0.002794676925987,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,Work_accident,-1.111492156982422,Reduces exit risk,2743.4,32920.75,0.55,18106.41,3950.49
8867,8,1,3,3,2,0.14,0.57,4,207,5,0,0,0,0.6195852534562212,0,0,51.75,0.4299999999999999,0,0,1,1,0.8298755760368665,1,0.0798,0,0,0.0126968836411833,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,is_project_extreme,-1.1178693771362305,Reduces exit risk,3079.48,36953.73,0.55,20324.55,4434.45
8868,8,1,2,3,2,0.15,0.37,2,167,3,0,0,0,0.4122119815668202,0,0,83.5,0.22,0,0,0,0,0.4636635944700461,0,0.0555,1,0,0.0023353470023721,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,last_evaluation,-3.2261343002319336,Reduces exit risk,2894.74,34736.86,0.55,19105.27,4168.42
8869,8,1,1,3,2,0.98,0.51,3,243,2,0,0,0,0.606221198156682,0,0,81.0,-0.47,0,0,0,0,0.1898663594470045,0,0.4998,0,0,0.0002508746983949,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-2.647456169128418,Reduces exit risk,2616.1,31393.26,0.55,17266.29,3767.19
8870,8,3,2,3,2,0.91,0.5,4,231,3,0,0,0,0.658294930875576,0,0,57.75,-0.41,0,0,0,0,0.2334884792626728,0,0.455,0,0,0.0025278113316744,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,eval_satisfaction_gap,-1.0615239143371582,Reduces exit risk,6265.58,75186.93,1.6,120299.09,9022.43
8871,8,1,2,3,3,0.86,0.71,4,250,3,1,0,0,0.6889400921658986,0,0,62.5,-0.15,0,0,0,0,0.2626820276497695,0,0.6105999999999999,0,0,0.0062584835104644,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.534191370010376,Reduces exit risk,2985.84,35830.14,0.75,26872.6,4299.62
8872,8,3,1,3,2,0.56,0.63,3,145,2,0,0,0,0.4481566820276497,0,0,48.333333333333336,0.0699999999999999,0,0,0,0,0.3104470046082949,0,0.3528,0,0,0.0018025836907327,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.2976521253585815,Reduces exit risk,6911.72,82940.58,1.6,132704.93,9952.87
8873,8,3,3,3,3,0.58,0.77,4,190,6,0,0,0,0.5921658986175116,0,0,47.5,0.19,0,0,1,1,0.6456497695852536,0,0.4466,0,0,0.010334612801671,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,salary_rank,-1.1099371910095217,Reduces exit risk,6030.43,72365.19,1.8,130257.34,8683.82
8874,8,1,1,4,2,0.54,0.64,2,128,2,0,0,0,0.3493087557603687,0,1,64.0,0.0999999999999999,0,0,0,0,0.2887926267281105,0,0.3456,1,0,0.0216378811746835,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Underutilised (Idle),satisfaction_level,-1.7435717582702637,Reduces exit risk,2789.59,33475.05,0.55,18411.28,4017.01
8875,8,1,2,3,3,0.59,0.99,5,254,3,1,0,0,0.7668202764976959,0,0,50.8,0.4,0,0,0,0,0.3940460829493087,0,0.5841,0,0,0.0123165836557745,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,satisfaction_level,-1.144465446472168,Reduces exit risk,2727.44,32729.34,0.75,24547.0,3927.52
8876,8,3,3,3,3,0.92,0.88,3,145,4,1,0,0,0.4481566820276497,0,0,48.333333333333336,-0.04,0,0,1,1,0.4664470046082949,0,0.8096,0,0,0.0079164616763591,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,salary_rank,-1.1557048559188845,Reduces exit risk,6167.29,74007.5,1.8,133213.5,8880.9
8877,8,1,2,3,3,0.82,0.8,4,246,3,0,0,0,0.6824884792626729,0,0,61.5,-0.0199999999999999,0,0,0,0,0.2767465437788018,0,0.656,0,0,0.0142717333510518,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,risk_score_raw,-1.5403125286102295,Reduces exit risk,2790.57,33486.89,0.75,25115.17,4018.43
8878,8,2,1,3,3,0.86,0.68,5,246,2,0,0,0,0.7539170506912443,0,0,49.2,-0.1799999999999999,0,0,0,0,0.2821751152073732,0,0.5848,0,0,0.0382975824177265,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-1.0235027074813845,Reduces exit risk,3649.75,43797.02,0.95,41607.17,5255.64
8879,8,3,2,3,3,0.66,0.77,5,236,3,0,0,0,0.7377880184331798,0,0,47.2,0.1099999999999999,0,0,0,0,0.3573364055299539,0,0.5082,0,0,0.0069925356656312,Low (0-25%),0,1,Q3 - Stable / High Performer,Standard / Balanced,salary_rank,-1.1749014854431152,Reduces exit risk,6283.61,75403.3,1.8,135725.94,9048.4
8880,8,2,2,3,3,0.85,0.66,3,234,3,0,0,0,0.591705069124424,0,0,78.0,-0.1899999999999999,0,0,0,0,0.2375115207373272,0,0.561,0,0,0.0295901075005531,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,is_project_extreme,-0.7037782669067383,Reduces exit risk,3846.77,46161.21,0.95,43853.15,5539.35
8881,8,2,1,3,2,0.8,0.6,3,247,2,0,0,0,0.6126728110599078,0,0,82.33333333333333,-0.2,0,0,0,0,0.2638018433179723,0,0.48,0,0,0.0360773429274559,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,risk_score_raw,-0.9626971483230592,Reduces exit risk,3852.24,46226.92,0.95,43915.57,5547.23
8882,8,2,2,3,3,0.99,0.61,3,154,3,0,0,0,0.4626728110599078,0,0,51.333333333333336,-0.38,0,0,0,0,0.1428018433179723,0,0.6039,0,0,0.0006163459620438,Low (0-25%),0,0,Q4 - Stable / Standard Performer,Standard / Balanced,satisfaction_level,-3.087125301361084,Reduces exit risk,4023.01,48276.07,0.95,45862.27,5793.13
