id_colaborador,chave_departamento,chave_faixa_salarial,chave_tempo_casa,chave_cluster_comportamental,chave_arquetipo_saida,nivel_satisfacao,ultima_avaliacao,numero_projetos,horas_mensais_medias,tempo_de_casa_anos,sofreu_acidente_trabalho,saiu_da_empresa,promovido_ultimos_5_anos,indice_intensidade_carga,flag_sobrecarregado,flag_subutilizado,horas_por_projeto,gap_avaliacao_satisfacao,flag_estrela_insatisfeita,flag_confortavel_baixo_desempenho,flag_janela_critica_carreira,flag_estagnacao_sem_promocao,score_risco_bruto,flag_baixa_barreira_saida,interacao_satisfacao_avaliacao,flag_projeto_extremo,flag_teto_horas_criticas,probabilidade_saida,faixa_de_risco,flag_risco_iminente,flag_alto_desempenho,quadrante_risco,cluster_comportamental,fator_principal_shap,valor_shap_fator_principal,direcao_fator_shap,salario_mensal_simulado_brl,salario_anual_simulado_brl,percentual_custo_reposicao_simulado,custo_reposicao_simulado_brl,custo_acao_retencao_simulado_brl
9076,7,2,3,3,3,0.93,0.57,2,205,4,1,0,0,0.4735023041474654,0,0,102.5,-0.3600000000000001,0,0,1,1,0.4700506912442396,0,0.5301,1,0,0.0004484423261601,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-2.896550178527832,Reduz risco de saída,8876.81,118327.83,0.95,112411.44,14199.34
9077,1,2,2,3,3,0.87,0.59,4,202,3,0,0,0,0.6115207373271889,0,0,50.5,-0.28,0,0,0,0,0.2354562211981566,0,0.5133,0,0,0.0063464166596531,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Gap avaliação-satisfação,-1.5049021244049072,Reduz risco de saída,9367.68,124871.17,0.95,118627.61,14984.54
9078,2,2,2,3,2,0.56,0.53,3,189,3,0,0,0,0.5191244239631336,0,0,63.0,-0.03,0,0,0,0,0.3317373271889401,0,0.2968,0,0,0.0075904843397438,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.1129536628723145,Reduz risco de saída,8984.95,119769.42,0.95,113780.95,14372.33
9079,2,2,3,3,3,0.97,0.55,4,181,5,1,0,0,0.5776497695852534,0,0,45.25,-0.4199999999999999,0,0,1,1,0.485294930875576,0,0.5335,0,0,0.0010624065762385,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-2.1571595668792725,Reduz risco de saída,9308.52,124082.53,0.95,117878.4,14889.9
9080,2,2,2,3,2,0.61,0.51,3,207,3,0,0,0,0.5481566820276498,0,0,69.0,-0.0999999999999999,0,0,0,0,0.3204470046082949,0,0.3111,0,0,0.0054272832348942,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.191588282585144,Reduz risco de saída,8895.19,118572.89,0.95,112644.25,14228.75
9081,2,2,3,3,2,0.73,0.46,4,240,4,1,0,0,0.6728110599078341,0,0,60.0,-0.2699999999999999,0,0,1,1,0.6098433179723503,0,0.3358,0,0,0.0169840045273304,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.9917323589324952,Reduz risco de saída,9016.06,120184.11,0.95,114174.9,14422.09
9082,2,2,1,3,2,0.61,0.69,2,164,2,0,0,0,0.4073732718894009,0,0,82.0,0.0799999999999999,0,0,0,0,0.2782119815668203,0,0.4208999999999999,1,0,0.042047768831253,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.1155028343200684,Reduz risco de saída,8968.56,119550.88,0.95,113573.34,14346.11
9083,6,2,1,3,3,0.99,0.71,4,212,2,0,0,0,0.6276497695852534,0,0,53.0,-0.28,0,0,0,0,0.192294930875576,0,0.7029,0,0,0.0002905736037064,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-2.6371803283691406,Reduz risco de saída,7332.5,97742.17,1.15,112403.5,11729.06
9084,8,2,1,3,3,0.57,0.75,4,151,2,0,0,0,0.5292626728110599,0,0,37.75,0.18,0,0,0,0,0.330778801843318,0,0.4275,0,0,0.0339402519166469,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.8910647630691528,Reduz risco de saída,7145.48,95249.19,1.15,109536.57,11429.9
9085,3,3,2,3,3,0.74,0.96,4,197,3,0,0,0,0.6034562211981567,0,0,49.25,0.2199999999999999,0,0,0,0,0.285036866359447,0,0.7103999999999999,0,0,0.0020276978611946,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.465575933456421,Reduz risco de saída,11196.3,149246.68,1.8,268644.02,17909.6
9086,9,1,2,3,3,0.86,0.61,5,265,3,0,0,0,0.7845622119815668,0,0,53.0,-0.25,0,0,0,0,0.29136866359447,0,0.5246,0,0,0.0289887897670269,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-0.9682022333145142,Reduz risco de saída,3364.99,44855.32,0.55,24670.43,5382.64
9087,10,2,2,3,3,0.68,0.72,4,274,3,0,0,0,0.7276497695852535,0,0,68.5,0.0399999999999999,0,0,0,0,0.346294930875576,0,0.4896,0,0,0.0269557815045118,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.053753137588501,Reduz risco de saída,8140.14,108508.11,1.15,124784.33,13020.97
9088,5,2,3,3,2,0.66,0.63,3,201,4,0,0,0,0.5384792626728111,0,0,67.0,-0.03,0,0,1,1,0.5975437788018433,0,0.4158,0,0,0.0203184615820646,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.148830533027649,Reduz risco de saída,14477.08,192979.49,0.95,183330.52,23157.54
9089,6,2,1,3,3,0.86,0.89,3,250,2,0,0,0,0.6175115207373272,0,0,83.33333333333333,0.03,0,0,0,0,0.2412534562211981,0,0.7654,0,0,0.0072505278512835,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-2.148650884628296,Reduz risco de saída,6696.41,89263.09,1.15,102652.55,10711.57
9090,6,2,3,3,3,0.85,0.78,3,165,4,0,0,0,0.4804147465437788,0,0,55.0,-0.0699999999999999,0,0,1,1,0.5041244239631336,0,0.663,0,0,0.0427332855761051,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Projetos em zona extrema (H7),-0.6831089854240417,Reduz risco de saída,6990.69,93185.95,1.15,107163.84,11182.31
9091,6,1,2,3,3,0.98,0.53,5,186,3,0,0,0,0.6571428571428571,0,0,37.2,-0.4499999999999999,0,0,0,0,0.2051428571428571,0,0.5194,0,0,0.0002291607961524,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-2.906954050064087,Reduz risco de saída,4786.67,63806.3,0.55,35093.47,7656.76
9092,8,1,3,3,1,0.14,0.73,5,273,4,1,0,0,0.7974654377880184,0,0,54.6,0.59,0,0,1,1,0.8832396313364056,1,0.1022,0,0,0.0377297550439834,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Projetos em zona extrema (H7),-1.0904314517974854,Reduz risco de saída,4569.37,60909.64,0.75,45682.23,7309.16
9093,8,1,3,3,2,0.2,0.54,5,162,6,0,0,0,0.6184331797235023,0,0,32.4,0.34,0,0,1,1,0.8055299539170508,1,0.108,0,0,0.0441007725894451,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.8864358067512512,Reduz risco de saída,4972.96,66289.52,0.55,36459.24,7954.74
9094,8,1,2,3,3,0.9,0.97,3,141,3,0,0,0,0.441705069124424,0,0,47.0,0.0699999999999999,0,0,0,0,0.1725115207373271,0,0.873,0,0,0.0190246105194091,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.6375881433486938,Reduz risco de saída,3967.3,52884.16,0.75,39663.12,6346.1
9095,8,1,3,3,3,0.51,0.96,5,268,4,0,0,0,0.7894009216589861,0,0,53.6,0.4499999999999999,0,0,1,1,0.7328202764976959,1,0.4896,0,0,0.081713281571865,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,0.9440277814865112,Aumenta risco de saída,4370.66,58260.86,0.75,43695.64,6991.3
9096,8,1,1,3,3,0.63,0.77,3,176,2,1,0,0,0.4981566820276497,0,0,58.66666666666666,0.14,0,0,0,0,0.2974470046082949,0,0.4851,0,0,0.0018837919924408,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.4688618183135986,Reduz risco de saída,4009.56,53447.43,0.75,40085.57,6413.69
9097,8,1,2,3,3,0.83,0.88,3,223,3,1,0,0,0.573963133640553,0,0,74.33333333333333,0.05,0,0,0,0,0.2401889400921659,0,0.7303999999999999,0,0,0.001363709103316,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-2.233919382095337,Reduz risco de saída,4373.2,58294.79,0.75,43721.09,6995.37
9098,8,1,1,3,3,0.67,0.72,4,218,2,1,0,0,0.6373271889400922,0,0,54.5,0.0499999999999999,0,0,0,0,0.3231981566820276,0,0.4824,0,0,0.0049202875234186,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.1009318828582764,Reduz risco de saída,4649.7,61980.49,0.75,46485.37,7437.66
9099,8,1,2,3,2,0.96,0.52,4,228,3,0,0,0,0.6534562211981567,0,0,57.0,-0.4399999999999999,0,0,0,0,0.212036866359447,0,0.4992,0,0,0.0001620864495635,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-2.7017481327056885,Reduz risco de saída,4324.52,57645.8,0.55,31705.19,6917.5
9100,8,1,2,3,3,0.69,0.75,3,204,3,0,0,0,0.5433179723502304,0,0,68.0,0.06,0,0,0,0,0.2869953917050691,0,0.5175,0,0,0.0100403893738985,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.0379397869110107,Reduz risco de saída,4430.99,59065.16,0.75,44298.87,7087.82
9101,8,1,1,3,3,0.69,0.9,4,148,2,0,0,0,0.5244239631336405,0,0,37.0,0.21,0,0,0,0,0.2813271889400922,0,0.621,0,0,0.0155143430456519,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.1736297607421875,Reduz risco de saída,4749.14,63306.07,0.75,47479.55,7596.73
9102,8,1,1,3,3,0.64,0.94,3,221,2,0,0,0,0.5707373271889401,0,0,73.66666666666667,0.2999999999999999,0,0,0,0,0.315221198156682,0,0.6016,0,0,0.0240262113511562,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Projetos em zona extrema (H7),-0.9985889196395874,Reduz risco de saída,4487.78,59822.06,0.75,44866.54,7178.65
9103,8,1,2,3,2,0.62,0.48,4,271,3,0,0,0,0.7228110599078341,0,0,67.75,-0.14,0,0,0,0,0.3688433179723502,0,0.2976,0,0,0.0416131392121315,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.0964412689208984,Reduz risco de saída,4241.01,56532.64,0.55,31092.95,6783.92
9104,8,1,2,3,2,0.55,0.75,3,191,3,0,0,0,0.5223502304147465,0,0,63.66666666666666,0.1999999999999999,0,0,0,0,0.3367050691244239,0,0.4125,0,0,0.026115832850337,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.9944274425506592,Reduz risco de saída,4486.03,59798.83,0.75,44849.12,7175.86
9105,8,1,1,3,2,0.98,0.51,4,223,2,0,0,0,0.6453917050691245,0,0,55.75,-0.47,0,0,0,0,0.2016175115207373,0,0.4998,0,0,0.0001454223383916,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-2.623295783996582,Reduz risco de saída,4150.9,55331.54,0.55,30432.35,6639.78
9106,8,1,1,3,3,0.83,0.78,5,250,2,1,0,0,0.76036866359447,0,0,50.0,-0.0499999999999999,0,0,0,0,0.296110599078341,0,0.6474,0,0,0.0181003101170063,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.2367452383041382,Reduz risco de saída,4477.97,59691.34,0.75,44768.5,7162.96
9107,8,1,1,3,3,0.73,0.77,3,230,2,0,0,0,0.5852534562211982,0,0,76.66666666666667,0.04,0,0,0,0,0.2835760368663594,0,0.5621,0,0,0.0324763655662536,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Projetos em zona extrema (H7),-0.8576258420944214,Reduz risco de saída,4502.83,60022.72,0.75,45017.04,7202.73
9108,8,1,1,3,3,0.58,0.86,3,226,2,0,0,0,0.5788018433179724,0,0,75.33333333333333,0.28,0,0,0,0,0.3416405529953917,0,0.4987999999999999,0,0,0.0386164560914039,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-0.941939115524292,Reduz risco de saída,4009.49,53446.49,0.75,40084.87,6413.58
9109,8,2,2,3,2,0.52,0.67,4,182,3,0,0,0,0.5792626728110599,0,0,45.5,0.15,0,0,0,0,0.365778801843318,0,0.3484,0,0,0.0143134780228137,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.9985483288764954,Reduz risco de saída,6603.47,88024.31,0.95,83623.09,10562.92
9110,8,2,2,3,3,0.91,0.7,3,195,3,0,0,0,0.5288018433179723,0,0,65.0,-0.21,0,0,0,0,0.1946405529953916,0,0.637,0,0,0.0024281565565615,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-2.1619086265563965,Reduz risco de saída,6488.7,86494.38,1.15,99468.54,10379.33
9111,3,2,1,3,2,0.72,0.64,3,231,2,0,0,0,0.5868663594470046,0,0,77.0,-0.0799999999999999,0,0,0,0,0.2880599078341014,0,0.4608,0,0,0.006866586394608,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.8693314790725708,Reduz risco de saída,7275.03,96976.13,0.95,92127.32,11637.14
9112,3,2,2,3,3,0.7,0.74,3,224,3,0,0,0,0.5755760368663594,0,0,74.66666666666667,0.04,0,0,0,0,0.2926728110599078,0,0.518,0,0,0.0091072106733918,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.2305669784545898,Reduz risco de saída,7524.71,100304.33,1.15,115349.98,12036.52
9113,3,2,3,3,3,0.86,0.92,4,229,4,0,0,0,0.6550691244239631,0,0,57.25,0.06,0,0,1,1,0.552520737327189,0,0.7912,0,0,0.1624238640069961,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Tempo de casa (anos),-1.7220544815063477,Reduz risco de saída,7498.43,99954.01,1.15,114947.11,11994.48
9114,4,2,2,3,2,0.82,0.57,2,158,3,1,0,0,0.3976958525345622,0,0,79.0,-0.25,0,0,0,0,0.1913087557603686,0,0.4673999999999999,1,0,0.0081547331064939,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.9660261869430544,Reduz risco de saída,6001.99,80006.54,0.95,76006.21,9600.78
9115,4,2,2,3,3,0.83,0.78,4,242,3,1,0,0,0.6760368663594469,0,0,60.5,-0.0499999999999999,0,0,0,0,0.2708110599078341,0,0.6474,0,0,0.0060218004509806,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.4020297527313232,Reduz risco de saída,6455.54,86052.32,1.15,98960.17,10326.28
9116,4,2,2,3,3,0.99,0.64,3,183,3,0,0,0,0.509447004608295,0,0,61.0,-0.35,0,0,0,0,0.1568341013824885,0,0.6336,0,0,0.0001900514616863,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-3.0968828201293945,Reduz risco de saída,5792.97,77220.26,0.95,73359.25,9266.43
9117,4,2,3,3,3,0.88,0.58,5,213,4,0,0,0,0.7006912442396314,0,0,42.6,-0.3,0,0,1,1,0.5582073732718894,0,0.5104,0,0,0.0295742414891719,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Gap avaliação-satisfação,-1.3407890796661377,Reduz risco de saída,5724.97,76313.87,0.95,72498.18,9157.66
9118,10,2,1,3,3,0.68,0.74,4,263,2,1,0,0,0.7099078341013825,0,0,65.75,0.0599999999999999,0,0,0,0,0.3409723502304147,0,0.5032,0,0,0.0042129368521273,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.0225814580917358,Reduz risco de saída,6699.05,89298.31,1.15,102693.06,10715.8
9119,10,2,1,3,2,0.9,0.49,3,237,2,0,0,0,0.5965437788018433,0,0,79.0,-0.41,0,0,0,0,0.2189631336405529,0,0.441,0,0,0.0029843836091458,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.948985576629639,Reduz risco de saída,8253.12,110014.09,0.95,104513.39,13201.69
9120,10,2,2,3,2,0.59,0.67,6,126,3,0,0,0,0.6317972350230414,0,0,21.0,0.08,0,0,0,0,0.3535391705069124,0,0.3953,1,0,0.0336583778262138,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.2719725370407104,Reduz risco de saída,8016.36,106858.12,0.95,101515.21,12822.97
9121,10,3,1,3,3,0.76,0.71,6,168,2,0,0,0,0.6995391705069125,0,0,28.0,-0.05,0,0,0,0,0.3058617511520737,0,0.5396,1,0,0.0142678776755929,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Faixa salarial (ordinal),-1.054598689079285,Reduz risco de saída,13577.27,180985.04,1.8,325773.07,21718.2
9122,10,1,3,3,2,0.23,0.63,5,151,4,1,0,0,0.6006912442396314,0,0,30.2,0.4,0,0,1,1,0.7882073732718895,1,0.1449,0,0,0.0358805544674396,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Acidente de trabalho,-0.8487856388092041,Reduz risco de saída,5141.95,68542.14,0.55,37698.18,8225.06
9123,10,2,2,3,3,0.8,0.85,4,239,3,0,0,0,0.6711981566820276,0,0,59.75,0.0499999999999999,0,0,0,0,0.2813594470046082,0,0.68,0,0,0.0124521572142839,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.680362105369568,Reduz risco de saída,8104.58,108034.04,1.15,124239.15,12964.08
9124,10,2,2,3,2,0.62,0.49,4,174,3,0,0,0,0.5663594470046083,0,0,43.5,-0.13,0,0,0,0,0.3219078341013824,0,0.3038,0,0,0.008621072396636,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-0.9888784289360046,Reduz risco de saída,8669.92,115570.02,0.95,109791.52,13868.4
9125,10,2,3,3,2,0.28,0.46,5,277,6,0,0,0,0.8039170506912443,0,0,55.4,0.18,0,0,1,1,0.8291751152073733,0,0.1288,0,0,0.2361448109149933,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Interação satisfação × avaliação,-0.8697988986968994,Reduz risco de saída,8316.29,110856.17,0.95,105313.36,13302.74
9126,10,2,2,3,3,0.81,0.97,3,133,3,0,0,0,0.4288018433179723,0,0,44.333333333333336,0.1599999999999999,0,0,0,0,0.2046405529953917,0,0.7857000000000001,0,0,0.0023766602389514,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-2.3023440837860107,Reduz risco de saída,8639.05,115158.55,1.15,132432.33,13819.03
9127,10,1,2,3,3,0.64,0.91,4,150,3,0,0,0,0.5276497695852534,0,0,37.5,0.27,0,0,0,0,0.302294930875576,0,0.5824,0,0,0.0182092376053333,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.0429680347442627,Reduz risco de saída,5542.13,73876.59,0.75,55407.44,8865.19
9128,10,1,2,3,2,0.76,0.6,5,244,3,1,0,0,0.7506912442396314,0,0,48.8,-0.16,0,0,0,0,0.3212073732718894,0,0.4559999999999999,0,0,0.0067108203656971,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-0.9802560806274414,Reduz risco de saída,5722.47,76280.57,0.55,41954.31,9153.67
9129,9,1,1,3,3,0.79,0.87,3,232,2,0,0,0,0.588479262672811,0,0,77.33333333333333,0.0799999999999999,0,0,0,0,0.2605437788018433,0,0.6873,0,0,0.0067083449102938,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-2.0550875663757324,Reduz risco de saída,3356.33,44739.86,0.75,33554.9,5368.78
9130,9,1,1,3,3,0.72,0.91,3,267,2,0,0,0,0.6449308755760369,0,0,89.0,0.19,0,0,0,0,0.3054792626728111,0,0.6552,0,0,0.0212999731302261,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Score de risco composto,-1.0643104314804075,Reduz risco de saída,3425.87,45666.8,0.75,34250.1,5480.02
9131,9,1,1,3,2,0.22,0.59,5,162,2,0,0,0,0.6184331797235023,0,0,32.4,0.37,0,0,0,0,0.4975299539170507,0,0.1298,0,0,0.0898504480719566,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Interação satisfação × avaliação,-0.8023606538772583,Reduz risco de saída,3258.59,43437.03,0.55,23890.37,5212.44
9132,9,1,3,3,1,0.18,0.73,5,228,5,0,0,0,0.7248847926267281,0,0,45.6,0.55,0,0,1,1,0.8454654377880185,1,0.1314,0,0,0.0161567982286214,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.241133213043213,Reduz risco de saída,3243.0,43229.15,0.75,32421.86,5187.5
9133,9,1,2,3,2,0.91,0.49,2,180,3,0,0,0,0.4331797235023041,0,0,90.0,-0.42,0,0,0,0,0.1659539170506912,0,0.4459,1,0,0.0093646319583058,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.6121264696121216,Reduz risco de saída,3206.31,42740.05,0.55,23507.03,5128.81
9134,9,1,2,3,2,0.69,0.63,2,252,3,0,0,0,0.5493087557603686,0,0,126.0,-0.0599999999999999,0,0,0,0,0.2887926267281106,0,0.4347,1,0,0.2355151325464248,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.2005393505096436,Reduz risco de saída,3422.91,45627.41,0.55,25095.08,5475.29
9135,9,1,2,3,3,0.91,0.66,5,212,3,0,0,0,0.6990783410138248,0,0,42.4,-0.25,0,0,0,0,0.2457235023041474,0,0.6006,0,0,0.0128189325332641,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.5977671146392822,Reduz risco de saída,3094.89,41254.92,0.55,22690.21,4950.59
9136,9,1,2,3,3,0.67,0.84,4,224,3,0,0,0,0.6470046082949308,0,0,56.0,0.1699999999999999,0,0,0,0,0.3261013824884792,0,0.5628,0,0,0.019251599907875,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.0156885385513306,Reduz risco de saída,3261.69,43478.3,0.75,32608.72,5217.4
9137,9,1,2,3,3,0.98,0.62,2,240,3,1,0,0,0.5299539170506913,0,0,120.0,-0.36,0,0,0,0,0.1669861751152073,0,0.6076,1,0,0.0003630013088695,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-3.0260610580444336,Reduz risco de saída,3220.58,42930.31,0.55,23611.67,5151.64
9138,9,1,3,3,2,0.69,0.62,4,183,4,0,0,0,0.5808755760368663,0,0,45.75,-0.0699999999999999,0,0,1,1,0.5982626728110599,1,0.4277999999999999,0,0,0.0301137510687112,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Nível de satisfação,-1.0450401306152344,Reduz risco de saída,3332.42,44421.16,0.55,24431.64,5330.54
9139,9,1,3,3,3,0.96,0.74,5,160,5,1,0,0,0.6152073732718895,0,0,32.0,-0.2199999999999999,0,0,1,1,0.5005622119815668,0,0.7103999999999999,0,0,0.0118777528405189,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-2.597001075744629,Reduz risco de saída,3203.05,42696.65,0.75,32022.49,5123.6
9140,10,1,2,3,3,0.69,0.68,4,225,3,0,0,0,0.6486175115207373,0,0,56.25,-0.0099999999999998,0,0,0,0,0.3185852534562212,0,0.4692,0,0,0.006435205694288,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Score de risco composto,-1.3482557535171509,Reduz risco de saída,5096.64,67938.26,0.55,37366.04,8152.59
9141,10,1,1,3,2,0.65,0.68,3,268,2,1,0,0,0.6465437788018433,0,0,89.33333333333333,0.03,0,0,0,0,0.3339631336405529,0,0.442,0,0,0.0045301453210413,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Acidente de trabalho,-1.1046829223632812,Reduz risco de saída,5811.93,77473.02,0.55,42610.16,9296.76
9142,10,1,2,3,3,0.7,0.75,3,221,3,0,0,0,0.5707373271889401,0,0,73.66666666666667,0.05,0,0,0,0,0.291221198156682,0,0.5249999999999999,0,0,0.0118500553071498,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Nível de satisfação,-1.1851325035095217,Reduz risco de saída,6065.45,80852.39,0.75,60639.29,9702.29
9143,5,1,1,3,3,0.48,0.94,3,173,2,0,0,0,0.4933179723502304,0,0,57.66666666666666,0.4599999999999999,0,0,0,0,0.3559953917050691,0,0.4511999999999999,0,0,0.041779663413763,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Padrão / Equilibrado,Projetos em zona extrema (H7),-0.7711515426635742,Reduz risco de saída,8802.18,117333.02,0.75,87999.76,14079.96
9144,1,1,3,3,2,0.48,0.51,4,103,4,0,0,0,0.4518433179723502,0,0,25.75,0.03,0,0,1,1,0.6435529953917051,1,0.2448,0,0,0.0068069901317358,Baixo (0-25%),0,0,Q4 - Estável / Desempenho Regular,Padrão / Equilibrado,Horas mensais médias,-2.9982504844665527,Reduz risco de saída,7078.41,94355.22,0.55,51895.37,11322.63
9145,1,1,2,5,1,0.16,0.89,4,196,3,1,0,0,0.6018433179723501,0,0,49.0,0.73,1,0,0,0,0.5165529953917051,0,0.1424,0,0,0.0211864579468965,Baixo (0-25%),0,1,Q3 - Estável / Alto Desempenho,Estrela Insatisfeita,Projetos em zona extrema (H7),-1.2225850820541382,Reduz risco de saída,7251.35,96660.54,0.75,72495.4,11599.26
